Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,all_symptoms
Allergic Rhinitis,sore_throat,buzzing_in_ears,swelling_ear_canal,thick_nasal_discharge,red_tonsils,fatigue,ear_tugging,loss_of_smell,"['sore_throat', 'buzzing_in_ears', 'swelling_ear_canal', 'thick_nasal_discharge', 'red_tonsils', 'fatigue', 'ear_tugging', 'loss_of_smell']"
Otitis Externa,hoarseness,difficulty_swallowing,facial_pain,fluid_discharge,irritability,vomiting,itchy_throat,loss_of_smell,"['hoarseness', 'difficulty_swallowing', 'facial_pain', 'fluid_discharge', 'irritability', 'vomiting', 'itchy_throat', 'loss_of_smell']"
Epistaxis,ringing_in_ears,tinnitus,hearing_difficulty,blood_in_nasal_discharge,fever,breathing_difficulty,itchy_throat,loss_of_smell,"['ringing_in_ears', 'tinnitus', 'hearing_difficulty', 'blood_in_nasal_discharge', 'fever', 'breathing_difficulty', 'itchy_throat', 'loss_of_smell']"
Otitis Media,nasal_obstruction,headache,swelling_ear_canal,thick_nasal_discharge,snoring,loss_of_balance,ear_tugging,loss_of_smell,"['nasal_obstruction', 'headache', 'swelling_ear_canal', 'thick_nasal_discharge', 'snoring', 'loss_of_balance', 'ear_tugging', 'loss_of_smell']"
Sinusitis,hoarseness,ear_pain,swelling_ear_canal,blood_in_nasal_discharge,hearing_difficulty,fatigue,ear_tugging,loss_of_smell,"['hoarseness', 'ear_pain', 'swelling_ear_canal', 'blood_in_nasal_discharge', 'hearing_difficulty', 'fatigue', 'ear_tugging', 'loss_of_smell']"
Otitis Externa,ear_pain,recurrent_sinus_infections,swelling_ear_canal,pus_discharge,fever,fatigue,headache,loss_of_smell,"['ear_pain', 'recurrent_sinus_infections', 'swelling_ear_canal', 'pus_discharge', 'fever', 'fatigue', 'headache', 'loss_of_smell']"
Otitis Media,ear_itching,crusting_in_nose,hearing_difficulty,fluid_discharge,fever,loss_of_balance,postnasal_drip,loss_of_smell,"['ear_itching', 'crusting_in_nose', 'hearing_difficulty', 'fluid_discharge', 'fever', 'loss_of_balance', 'postnasal_drip', 'loss_of_smell']"
Meniere’s Disease,vertigo,fever,nasal_irritation,dry_cough,hearing_difficulty,breathing_difficulty,loss_of_balance,loss_of_smell,"['vertigo', 'fever', 'nasal_irritation', 'dry_cough', 'hearing_difficulty', 'breathing_difficulty', 'loss_of_balance', 'loss_of_smell']"
Tinnitus,vertigo,ear_pain,facial_pain,ear_fullness,hearing_difficulty,breathing_difficulty,loss_of_balance,loss_of_smell,"['vertigo', 'ear_pain', 'facial_pain', 'ear_fullness', 'hearing_difficulty', 'breathing_difficulty', 'loss_of_balance', 'loss_of_smell']"
Otitis Externa,ear_itching,fever,nasal_irritation,watery_eyes,hearing_difficulty,postnasal_drip,headache,loss_of_smell,"['ear_itching', 'fever', 'nasal_irritation', 'watery_eyes', 'hearing_difficulty', 'postnasal_drip', 'headache', 'loss_of_smell']"
Sinusitis,ear_pain,crusting_in_nose,sore_throat,watery_eyes,throat_irritation,loss_of_balance,loss_of_balance,loss_of_smell,"['ear_pain', 'crusting_in_nose', 'sore_throat', 'watery_eyes', 'throat_irritation', 'loss_of_balance', 'loss_of_balance', 'loss_of_smell']"
Tonsillitis,nasal_congestion,runny_nose,nasal_irritation,fluid_discharge,hearing_difficulty,breathing_difficulty,headache,loss_of_smell,"['nasal_congestion', 'runny_nose', 'nasal_irritation', 'fluid_discharge', 'hearing_difficulty', 'breathing_difficulty', 'headache', 'loss_of_smell']"
Deviated Septum,sore_throat,difficulty_swallowing,swelling_ear_canal,facial_pain,throat_irritation,vomiting,itchy_throat,loss_of_smell,"['sore_throat', 'difficulty_swallowing', 'swelling_ear_canal', 'facial_pain', 'throat_irritation', 'vomiting', 'itchy_throat', 'loss_of_smell']"
Laryngitis,vertigo,difficulty_swallowing,itchy_nose,swollen_lymph_nodes,nasal_congestion,fatigue,postnasal_drip,loss_of_smell,"['vertigo', 'difficulty_swallowing', 'itchy_nose', 'swollen_lymph_nodes', 'nasal_congestion', 'fatigue', 'postnasal_drip', 'loss_of_smell']"
Sinusitis,sneezing,crusting_in_nose,headache,watery_eyes,nasal_congestion,white_patches_throat,loss_of_balance,loss_of_smell,"['sneezing', 'crusting_in_nose', 'headache', 'watery_eyes', 'nasal_congestion', 'white_patches_throat', 'loss_of_balance', 'loss_of_smell']"
Sinusitis,sneezing,headache,sore_throat,watery_eyes,throat_irritation,fatigue,headache,loss_of_smell,"['sneezing', 'headache', 'sore_throat', 'watery_eyes', 'throat_irritation', 'fatigue', 'headache', 'loss_of_smell']"
Laryngitis,vertigo,fever,itchy_nose,watery_eyes,red_tonsils,postnasal_drip,postnasal_drip,loss_of_smell,"['vertigo', 'fever', 'itchy_nose', 'watery_eyes', 'red_tonsils', 'postnasal_drip', 'postnasal_drip', 'loss_of_smell']"
Sinusitis,hoarseness,headache,headache,ear_fullness,hearing_difficulty,redness_ear_canal,loss_of_balance,loss_of_smell,"['hoarseness', 'headache', 'headache', 'ear_fullness', 'hearing_difficulty', 'redness_ear_canal', 'loss_of_balance', 'loss_of_smell']"
Tonsillitis,ringing_in_ears,runny_nose,swelling_ear_canal,disturbed_sleep,red_tonsils,postnasal_drip,headache,loss_of_smell,"['ringing_in_ears', 'runny_nose', 'swelling_ear_canal', 'disturbed_sleep', 'red_tonsils', 'postnasal_drip', 'headache', 'loss_of_smell']"
Deviated Septum,ear_pain,crusting_in_nose,headache,facial_pain,fever,vomiting,ear_tugging,loss_of_smell,"['ear_pain', 'crusting_in_nose', 'headache', 'facial_pain', 'fever', 'vomiting', 'ear_tugging', 'loss_of_smell']"
Allergic Rhinitis,nasal_congestion,buzzing_in_ears,facial_pain,thick_nasal_discharge,nasal_congestion,postnasal_drip,postnasal_drip,loss_of_smell,"['nasal_congestion', 'buzzing_in_ears', 'facial_pain', 'thick_nasal_discharge', 'nasal_congestion', 'postnasal_drip', 'postnasal_drip', 'loss_of_smell']"
Sinusitis,hoarseness,ear_pain,swelling_ear_canal,blood_in_nasal_discharge,hearing_difficulty,fatigue,ear_tugging,loss_of_smell,"['hoarseness', 'ear_pain', 'swelling_ear_canal', 'blood_in_nasal_discharge', 'hearing_difficulty', 'fatigue', 'ear_tugging', 'loss_of_smell']"
Otitis Externa,nosebleeds,recurrent_sinus_infections,itchy_nose,facial_pain,throat_irritation,white_patches_throat,postnasal_drip,loss_of_smell,"['nosebleeds', 'recurrent_sinus_infections', 'itchy_nose', 'facial_pain', 'throat_irritation', 'white_patches_throat', 'postnasal_drip', 'loss_of_smell']"
Meniere’s Disease,ringing_in_ears,loss_of_voice,facial_pain,fluid_discharge,fever,loss_of_balance,loss_of_balance,loss_of_smell,"['ringing_in_ears', 'loss_of_voice', 'facial_pain', 'fluid_discharge', 'fever', 'loss_of_balance', 'loss_of_balance', 'loss_of_smell']"
Tinnitus,ringing_in_ears,crusting_in_nose,swelling_ear_canal,watery_eyes,hearing_difficulty,postnasal_drip,headache,loss_of_smell,"['ringing_in_ears', 'crusting_in_nose', 'swelling_ear_canal', 'watery_eyes', 'hearing_difficulty', 'postnasal_drip', 'headache', 'loss_of_smell']"
Otitis Externa,vertigo,fever,sore_throat,ear_fullness,hearing_difficulty,breathing_difficulty,itchy_throat,loss_of_smell,"['vertigo', 'fever', 'sore_throat', 'ear_fullness', 'hearing_difficulty', 'breathing_difficulty', 'itchy_throat', 'loss_of_smell']"
Otitis Media,ringing_in_ears,headache,nasal_irritation,pus_discharge,red_tonsils,postnasal_drip,postnasal_drip,loss_of_smell,"['ringing_in_ears', 'headache', 'nasal_irritation', 'pus_discharge', 'red_tonsils', 'postnasal_drip', 'postnasal_drip', 'loss_of_smell']"
Tinnitus,nasal_congestion,buzzing_in_ears,sore_throat,swollen_lymph_nodes,fever,redness_ear_canal,ear_tugging,loss_of_smell,"['nasal_congestion', 'buzzing_in_ears', 'sore_throat', 'swollen_lymph_nodes', 'fever', 'redness_ear_canal', 'ear_tugging', 'loss_of_smell']"
Otitis Externa,ear_itching,difficulty_swallowing,hearing_difficulty,fluid_discharge,nasal_congestion,loss_of_balance,postnasal_drip,loss_of_smell,"['ear_itching', 'difficulty_swallowing', 'hearing_difficulty', 'fluid_discharge', 'nasal_congestion', 'loss_of_balance', 'postnasal_drip', 'loss_of_smell']"
Otitis Media,ear_itching,crusting_in_nose,nasal_irritation,fluid_discharge,nausea,white_patches_throat,itchy_throat,loss_of_smell,"['ear_itching', 'crusting_in_nose', 'nasal_irritation', 'fluid_discharge', 'nausea', 'white_patches_throat', 'itchy_throat', 'loss_of_smell']"
Tonsillitis,nasal_obstruction,loss_of_voice,itchy_nose,dry_cough,irritability,breathing_difficulty,itchy_throat,loss_of_smell,"['nasal_obstruction', 'loss_of_voice', 'itchy_nose', 'dry_cough', 'irritability', 'breathing_difficulty', 'itchy_throat', 'loss_of_smell']"
Otitis Media,ringing_in_ears,loss_of_voice,hearing_difficulty,watery_eyes,fever,breathing_difficulty,postnasal_drip,loss_of_smell,"['ringing_in_ears', 'loss_of_voice', 'hearing_difficulty', 'watery_eyes', 'fever', 'breathing_difficulty', 'postnasal_drip', 'loss_of_smell']"
Allergic Rhinitis,ringing_in_ears,loss_of_voice,fever,dry_cough,red_tonsils,white_patches_throat,ear_tugging,loss_of_smell,"['ringing_in_ears', 'loss_of_voice', 'fever', 'dry_cough', 'red_tonsils', 'white_patches_throat', 'ear_tugging', 'loss_of_smell']"
Sinusitis,ear_pain,recurrent_sinus_infections,hearing_loss,swollen_lymph_nodes,fever,postnasal_drip,itchy_throat,loss_of_smell,"['ear_pain', 'recurrent_sinus_infections', 'hearing_loss', 'swollen_lymph_nodes', 'fever', 'postnasal_drip', 'itchy_throat', 'loss_of_smell']"
Otitis Media,ear_pain,recurrent_sinus_infections,hearing_difficulty,disturbed_sleep,nasal_congestion,vomiting,ear_tugging,loss_of_smell,"['ear_pain', 'recurrent_sinus_infections', 'hearing_difficulty', 'disturbed_sleep', 'nasal_congestion', 'vomiting', 'ear_tugging', 'loss_of_smell']"
Otitis Externa,ear_pain,recurrent_sinus_infections,swelling_ear_canal,pus_discharge,fever,fatigue,headache,loss_of_smell,"['ear_pain', 'recurrent_sinus_infections', 'swelling_ear_canal', 'pus_discharge', 'fever', 'fatigue', 'headache', 'loss_of_smell']"
Laryngitis,nosebleeds,ear_pain,swelling_ear_canal,blood_in_nasal_discharge,nasal_congestion,white_patches_throat,postnasal_drip,loss_of_smell,"['nosebleeds', 'ear_pain', 'swelling_ear_canal', 'blood_in_nasal_discharge', 'nasal_congestion', 'white_patches_throat', 'postnasal_drip', 'loss_of_smell']"
Meniere’s Disease,ringing_in_ears,loss_of_voice,facial_pain,fluid_discharge,fever,loss_of_balance,loss_of_balance,loss_of_smell,"['ringing_in_ears', 'loss_of_voice', 'facial_pain', 'fluid_discharge', 'fever', 'loss_of_balance', 'loss_of_balance', 'loss_of_smell']"
Allergic Rhinitis,sneezing,crusting_in_nose,facial_pain,watery_eyes,red_tonsils,white_patches_throat,postnasal_drip,loss_of_smell,"['sneezing', 'crusting_in_nose', 'facial_pain', 'watery_eyes', 'red_tonsils', 'white_patches_throat', 'postnasal_drip', 'loss_of_smell']"
Allergic Rhinitis,sore_throat,headache,itchy_nose,dry_cough,snoring,loss_of_balance,itchy_throat,loss_of_smell,"['sore_throat', 'headache', 'itchy_nose', 'dry_cough', 'snoring', 'loss_of_balance', 'itchy_throat', 'loss_of_smell']"
Tinnitus,sneezing,buzzing_in_ears,sore_throat,facial_pain,nausea,vomiting,itchy_throat,loss_of_smell,"['sneezing', 'buzzing_in_ears', 'sore_throat', 'facial_pain', 'nausea', 'vomiting', 'itchy_throat', 'loss_of_smell']"
Sinusitis,nasal_obstruction,headache,sore_throat,pus_discharge,irritability,fatigue,headache,loss_of_smell,"['nasal_obstruction', 'headache', 'sore_throat', 'pus_discharge', 'irritability', 'fatigue', 'headache', 'loss_of_smell']"
Sinusitis,sneezing,fever,swelling_ear_canal,disturbed_sleep,nausea,postnasal_drip,ear_tugging,loss_of_smell,"['sneezing', 'fever', 'swelling_ear_canal', 'disturbed_sleep', 'nausea', 'postnasal_drip', 'ear_tugging', 'loss_of_smell']"
Deviated Septum,nasal_obstruction,fever,fever,disturbed_sleep,nasal_congestion,vomiting,loss_of_balance,loss_of_smell,"['nasal_obstruction', 'fever', 'fever', 'disturbed_sleep', 'nasal_congestion', 'vomiting', 'loss_of_balance', 'loss_of_smell']"
Deviated Septum,vertigo,recurrent_sinus_infections,swelling_ear_canal,disturbed_sleep,snoring,white_patches_throat,itchy_throat,loss_of_smell,"['vertigo', 'recurrent_sinus_infections', 'swelling_ear_canal', 'disturbed_sleep', 'snoring', 'white_patches_throat', 'itchy_throat', 'loss_of_smell']"
Allergic Rhinitis,sore_throat,crusting_in_nose,fever,blood_in_nasal_discharge,hearing_difficulty,postnasal_drip,ear_tugging,loss_of_smell,"['sore_throat', 'crusting_in_nose', 'fever', 'blood_in_nasal_discharge', 'hearing_difficulty', 'postnasal_drip', 'ear_tugging', 'loss_of_smell']"
Tonsillitis,ringing_in_ears,loss_of_voice,hearing_loss,disturbed_sleep,fever,postnasal_drip,ear_tugging,loss_of_smell,"['ringing_in_ears', 'loss_of_voice', 'hearing_loss', 'disturbed_sleep', 'fever', 'postnasal_drip', 'ear_tugging', 'loss_of_smell']"
Epistaxis,ear_itching,recurrent_sinus_infections,hearing_loss,swollen_lymph_nodes,red_tonsils,white_patches_throat,postnasal_drip,loss_of_smell,"['ear_itching', 'recurrent_sinus_infections', 'hearing_loss', 'swollen_lymph_nodes', 'red_tonsils', 'white_patches_throat', 'postnasal_drip', 'loss_of_smell']"
Meniere’s Disease,nosebleeds,loss_of_voice,swelling_ear_canal,dry_cough,irritability,fatigue,headache,loss_of_smell,"['nosebleeds', 'loss_of_voice', 'swelling_ear_canal', 'dry_cough', 'irritability', 'fatigue', 'headache', 'loss_of_smell']"
Sinusitis,ear_pain,crusting_in_nose,sore_throat,watery_eyes,throat_irritation,loss_of_balance,loss_of_balance,loss_of_smell,"['ear_pain', 'crusting_in_nose', 'sore_throat', 'watery_eyes', 'throat_irritation', 'loss_of_balance', 'loss_of_balance', 'loss_of_smell']"
Laryngitis,sneezing,loss_of_voice,itchy_nose,pus_discharge,irritability,vomiting,ear_tugging,loss_of_smell,"['sneezing', 'loss_of_voice', 'itchy_nose', 'pus_discharge', 'irritability', 'vomiting', 'ear_tugging', 'loss_of_smell']"
Epistaxis,sore_throat,crusting_in_nose,hearing_loss,disturbed_sleep,hearing_difficulty,white_patches_throat,postnasal_drip,loss_of_smell,"['sore_throat', 'crusting_in_nose', 'hearing_loss', 'disturbed_sleep', 'hearing_difficulty', 'white_patches_throat', 'postnasal_drip', 'loss_of_smell']"
Laryngitis,ear_pain,buzzing_in_ears,itchy_nose,pus_discharge,nasal_congestion,redness_ear_canal,headache,loss_of_smell,"['ear_pain', 'buzzing_in_ears', 'itchy_nose', 'pus_discharge', 'nasal_congestion', 'redness_ear_canal', 'headache', 'loss_of_smell']"
Otitis Media,nasal_congestion,buzzing_in_ears,swelling_ear_canal,facial_pain,nausea,loss_of_balance,itchy_throat,loss_of_smell,"['nasal_congestion', 'buzzing_in_ears', 'swelling_ear_canal', 'facial_pain', 'nausea', 'loss_of_balance', 'itchy_throat', 'loss_of_smell']"
Laryngitis,hoarseness,recurrent_sinus_infections,facial_pain,swollen_lymph_nodes,hearing_difficulty,vomiting,ear_tugging,loss_of_smell,"['hoarseness', 'recurrent_sinus_infections', 'facial_pain', 'swollen_lymph_nodes', 'hearing_difficulty', 'vomiting', 'ear_tugging', 'loss_of_smell']"
Otitis Externa,nasal_congestion,headache,itchy_nose,fluid_discharge,hearing_difficulty,white_patches_throat,itchy_throat,loss_of_smell,"['nasal_congestion', 'headache', 'itchy_nose', 'fluid_discharge', 'hearing_difficulty', 'white_patches_throat', 'itchy_throat', 'loss_of_smell']"
Meniere’s Disease,vertigo,buzzing_in_ears,headache,thick_nasal_discharge,snoring,postnasal_drip,loss_of_balance,loss_of_smell,"['vertigo', 'buzzing_in_ears', 'headache', 'thick_nasal_discharge', 'snoring', 'postnasal_drip', 'loss_of_balance', 'loss_of_smell']"
Deviated Septum,ear_pain,crusting_in_nose,headache,facial_pain,fever,vomiting,ear_tugging,loss_of_smell,"['ear_pain', 'crusting_in_nose', 'headache', 'facial_pain', 'fever', 'vomiting', 'ear_tugging', 'loss_of_smell']"
Allergic Rhinitis,ringing_in_ears,crusting_in_nose,itchy_nose,disturbed_sleep,throat_irritation,vomiting,ear_tugging,loss_of_smell,"['ringing_in_ears', 'crusting_in_nose', 'itchy_nose', 'disturbed_sleep', 'throat_irritation', 'vomiting', 'ear_tugging', 'loss_of_smell']"
Meniere’s Disease,ear_itching,difficulty_swallowing,sore_throat,fluid_discharge,red_tonsils,vomiting,ear_tugging,loss_of_smell,"['ear_itching', 'difficulty_swallowing', 'sore_throat', 'fluid_discharge', 'red_tonsils', 'vomiting', 'ear_tugging', 'loss_of_smell']"
Otitis Externa,nosebleeds,ear_pain,facial_pain,dry_cough,nasal_congestion,breathing_difficulty,itchy_throat,loss_of_smell,"['nosebleeds', 'ear_pain', 'facial_pain', 'dry_cough', 'nasal_congestion', 'breathing_difficulty', 'itchy_throat', 'loss_of_smell']"
Tonsillitis,sneezing,buzzing_in_ears,hearing_loss,disturbed_sleep,hearing_difficulty,redness_ear_canal,loss_of_balance,loss_of_smell,"['sneezing', 'buzzing_in_ears', 'hearing_loss', 'disturbed_sleep', 'hearing_difficulty', 'redness_ear_canal', 'loss_of_balance', 'loss_of_smell']"
Deviated Septum,vertigo,loss_of_voice,swelling_ear_canal,dry_cough,hearing_difficulty,fatigue,headache,loss_of_smell,"['vertigo', 'loss_of_voice', 'swelling_ear_canal', 'dry_cough', 'hearing_difficulty', 'fatigue', 'headache', 'loss_of_smell']"
Tonsillitis,sore_throat,ear_pain,nasal_irritation,disturbed_sleep,fever,loss_of_balance,headache,loss_of_smell,"['sore_throat', 'ear_pain', 'nasal_irritation', 'disturbed_sleep', 'fever', 'loss_of_balance', 'headache', 'loss_of_smell']"
Meniere’s Disease,ringing_in_ears,tinnitus,hearing_loss,fluid_discharge,snoring,white_patches_throat,postnasal_drip,loss_of_smell,"['ringing_in_ears', 'tinnitus', 'hearing_loss', 'fluid_discharge', 'snoring', 'white_patches_throat', 'postnasal_drip', 'loss_of_smell']"
Sinusitis,sneezing,ear_pain,facial_pain,fluid_discharge,snoring,fatigue,postnasal_drip,loss_of_smell,"['sneezing', 'ear_pain', 'facial_pain', 'fluid_discharge', 'snoring', 'fatigue', 'postnasal_drip', 'loss_of_smell']"
Tonsillitis,sneezing,fever,nasal_irritation,facial_pain,nausea,postnasal_drip,postnasal_drip,loss_of_smell,"['sneezing', 'fever', 'nasal_irritation', 'facial_pain', 'nausea', 'postnasal_drip', 'postnasal_drip', 'loss_of_smell']"
Allergic Rhinitis,ringing_in_ears,tinnitus,itchy_nose,dry_cough,snoring,redness_ear_canal,headache,loss_of_smell,"['ringing_in_ears', 'tinnitus', 'itchy_nose', 'dry_cough', 'snoring', 'redness_ear_canal', 'headache', 'loss_of_smell']"
Sinusitis,sneezing,fever,itchy_nose,thick_nasal_discharge,hearing_difficulty,fatigue,postnasal_drip,loss_of_smell,"['sneezing', 'fever', 'itchy_nose', 'thick_nasal_discharge', 'hearing_difficulty', 'fatigue', 'postnasal_drip', 'loss_of_smell']"
Allergic Rhinitis,sore_throat,buzzing_in_ears,swelling_ear_canal,thick_nasal_discharge,red_tonsils,fatigue,ear_tugging,loss_of_smell,"['sore_throat', 'buzzing_in_ears', 'swelling_ear_canal', 'thick_nasal_discharge', 'red_tonsils', 'fatigue', 'ear_tugging', 'loss_of_smell']"
Deviated Septum,nasal_obstruction,crusting_in_nose,sore_throat,swollen_lymph_nodes,red_tonsils,redness_ear_canal,ear_tugging,loss_of_smell,"['nasal_obstruction', 'crusting_in_nose', 'sore_throat', 'swollen_lymph_nodes', 'red_tonsils', 'redness_ear_canal', 'ear_tugging', 'loss_of_smell']"
Allergic Rhinitis,sore_throat,crusting_in_nose,fever,blood_in_nasal_discharge,hearing_difficulty,postnasal_drip,ear_tugging,loss_of_smell,"['sore_throat', 'crusting_in_nose', 'fever', 'blood_in_nasal_discharge', 'hearing_difficulty', 'postnasal_drip', 'ear_tugging', 'loss_of_smell']"
